Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-08,110.11000061035156,110.86399841308594,108.1500015258789,109.1500015258789,2630600,0,0
2021-04-09,108.0,108.18000030517578,104.19000244140625,105.80000305175781,3723900,0,0
2021-04-12,103.89700317382812,104.06999969482422,101.25,103.0,2710900,0,0
2021-04-13,103.79000091552734,105.29000091552734,101.58000183105469,104.43000030517578,2396400,0,0
2021-04-14,105.5999984741211,106.08999633789062,102.51000213623047,103.04000091552734,2424300,0,0
2021-04-15,103.91999816894531,104.1500015258789,101.41000366210938,103.0,2703500,0,0
2021-04-16,103.6500015258789,103.98999786376953,102.12000274658203,103.4800033569336,2577800,0,0
2021-04-19,104.36000061035156,107.95500183105469,103.6500015258789,105.72000122070312,3275700,0,0
2021-04-20,105.27999877929688,105.37000274658203,98.37999725341797,100.63999938964844,4782000,0,0
2021-04-21,99.93000030517578,105.19999694824219,98.76000213623047,104.16000366210938,3185200,0,0
2021-04-22,104.69000244140625,111.38999938964844,104.51000213623047,108.1500015258789,4838900,0,0
2021-04-23,110.33999633789062,117.8499984741211,110.33999633789062,116.66000366210938,6108400,0,0
2021-04-26,115.21800231933594,118.69000244140625,114.20999908447266,118.45999908447266,3294900,0,0
2021-04-27,119.72000122070312,122.7300033569336,117.83999633789062,120.16000366210938,4438300,0,0
2021-04-28,121.45099639892578,122.41000366210938,119.62699890136719,120.63999938964844,2626300,0,0
2021-04-29,119.87000274658203,120.63999938964844,112.79000091552734,114.62000274658203,4084600,0,0
2021-04-30,112.2300033569336,114.58999633789062,110.26000213623047,110.86000061035156,4326600,0,0
2021-05-03,110.12999725341797,110.25,105.41500091552734,106.12999725341797,3755100,0,0
2021-05-04,106.76699829101562,108.58000183105469,103.7699966430664,106.33999633789062,4032000,0,0
2021-05-05,106.61000061035156,108.8499984741211,104.5199966430664,105.06999969482422,2381100,0,0
2021-05-06,106.0,106.54000091552734,101.0,104.11000061035156,3157200,0,0
2021-05-07,104.7699966430664,105.94000244140625,100.5999984741211,101.66999816894531,2965600,0,0
