Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-08,82.66999816894531,82.81999969482422,81.95999908447266,82.13999938964844,6651800,0,0
2021-04-09,81.0,81.33000183105469,79.75,80.41000366210938,8313400,0,0
2021-04-12,79.5,79.5,77.66999816894531,78.6500015258789,14302500,0,0
2021-04-13,77.80999755859375,79.51000213623047,76.7699966430664,78.80000305175781,12511500,0,0
2021-04-14,79.58000183105469,79.70999908447266,77.94000244140625,78.12000274658203,8603700,0,0
2021-04-15,78.16000366210938,78.44000244140625,77.26499938964844,77.48999786376953,8614400,0,0
2021-04-16,77.2699966430664,77.75,76.72000122070312,77.04000091552734,13891600,0,0
2021-04-19,77.01000213623047,77.5999984741211,76.19999694824219,76.94999694824219,9509000,0,0
2021-04-20,76.73999786376953,76.73999786376953,74.31500244140625,74.55000305175781,15550800,0,0
2021-04-21,74.0,75.76000213623047,72.80999755859375,75.72000122070312,10833500,0,0
2021-04-22,75.8270034790039,77.05000305175781,75.12999725341797,76.11000061035156,9509000,0,0
2021-04-23,76.7300033569336,77.91000366210938,76.68000030517578,76.75,9582700,0,0
2021-04-26,76.12999725341797,76.55999755859375,74.94000244140625,76.13999938964844,12238600,0,0
2021-04-27,76.71499633789062,78.93000030517578,76.47000122070312,78.45999908447266,11834100,0,0
2021-04-28,78.69000244140625,79.54000091552734,77.72000122070312,79.05999755859375,7035500,0,0
2021-04-29,79.83999633789062,80.06999969482422,77.41999816894531,77.83000183105469,7327300,0,0
2021-04-30,76.37000274658203,78.20800018310547,76.37000274658203,77.36000061035156,6376200,0,0
2021-05-03,77.19999694824219,78.88999938964844,76.66999816894531,77.0199966430664,6255500,0,0
2021-05-04,76.76499938964844,77.58999633789062,75.52999877929688,76.08000183105469,8822000,0,0
2021-05-05,76.08000183105469,76.68900299072266,75.19000244140625,75.54000091552734,5580200,0,0
2021-05-06,75.38999938964844,77.06999969482422,74.94000244140625,76.38999938964844,8142900,0,0
2021-05-07,76.76000213623047,77.19999694824219,75.48500061035156,75.51000213623047,7797500,0,0
