Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-08,142.64999389648438,142.64999389648438,139.61000061035156,140.1999969482422,5340800,0,0
2021-04-09,138.3000030517578,139.72999572753906,136.02000427246094,137.6199951171875,4360900,0,0
2021-04-12,135.97999572753906,138.47000122070312,131.39999389648438,133.77000427246094,6804000,0,0
2021-04-13,133.0,136.75,132.60000610351562,135.14999389648438,5859500,0,0
2021-04-14,135.50999450683594,136.10000610351562,131.8300018310547,132.61000061035156,3745000,0,0
2021-04-15,134.85000610351562,134.9199981689453,131.00999450683594,132.3800048828125,3156800,0,0
2021-04-16,134.27000427246094,135.60000610351562,131.99000549316406,133.30999755859375,3633200,0,0
2021-04-19,132.99000549316406,135.6999969482422,131.08999633789062,132.8000030517578,4959900,0,0
2021-04-20,132.1999969482422,132.22000122070312,123.4800033569336,125.61000061035156,8353200,0,0
2021-04-21,124.0,129.10000610351562,122.97000122070312,128.6699981689453,6009600,0,0
2021-04-22,129.6300048828125,136.17999267578125,128.33999633789062,133.32000732421875,6536000,0,0
2021-04-23,135.99000549316406,140.3300018310547,135.55999755859375,138.61000061035156,4752400,0,0
2021-04-26,135.2100067138672,141.64999389648438,134.7899932861328,141.5,3971900,0,0
2021-04-27,142.5,143.1300048828125,138.39999389648438,140.0800018310547,3108300,0,0
2021-04-28,141.33999633789062,144.35000610351562,139.80999755859375,142.3699951171875,3504300,0,0
2021-04-29,143.0,143.0,136.0800018310547,137.49000549316406,3365500,0,0
2021-04-30,135.42999267578125,139.5800018310547,133.3300018310547,133.92999267578125,4746700,0,0
2021-05-03,133.0500030517578,137.77000427246094,131.3800048828125,133.42999267578125,4632400,0,0
2021-05-04,132.97000122070312,134.33999633789062,129.41000366210938,132.1699981689453,3855200,0,0
2021-05-05,132.10000610351562,134.60000610351562,130.22000122070312,131.11000061035156,2380300,0,0
2021-05-06,130.72000122070312,137.8000030517578,130.0,134.64999389648438,4346300,0,0
2021-05-07,134.25999450683594,137.27999877929688,131.50999450683594,133.7899932861328,3068500,0,0
