Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-08,228.5,229.4199981689453,226.6199951171875,228.24000549316406,12211300,0,0
2021-04-09,224.85000610351562,225.07000732421875,221.32000732421875,223.30999755859375,19763000,0,0
2021-04-12,237.88999938964844,244.91000366210938,236.64999389648438,244.00999450683594,57500300,0,0
2021-04-13,243.66000366210938,245.69000244140625,239.69000244140625,241.88999938964844,20793000,0,0
2021-04-14,244.3699951171875,245.08999633789062,238.64999389648438,239.22999572753906,12405200,0,0
2021-04-15,240.0,240.9499969482422,238.1269989013672,239.08999633789062,11288900,0,0
2021-04-16,241.88999938964844,241.88999938964844,237.82000732421875,238.69000244140625,14418800,0,0
2021-04-19,237.44000244140625,238.4199981689453,232.80999755859375,234.77999877929688,11216000,0,0
2021-04-20,232.8699951171875,234.6300048828125,228.42999267578125,229.8800048828125,12093900,0,0
2021-04-21,229.3300018310547,229.49000549316406,226.07000732421875,229.44000244140625,14315900,0,0
2021-04-22,228.76499938964844,234.0,227.82000732421875,229.35000610351562,11986200,0,0
2021-04-23,230.64999389648438,233.0,230.50999450683594,232.0800018310547,8967000,0,0
2021-04-26,231.5,233.49000549316406,230.82000732421875,232.6999969482422,7792900,0,0
2021-04-27,233.44000244140625,236.92999267578125,232.0800018310547,235.9199981689453,11646300,0,0
2021-04-28,237.57000732421875,239.22000122070312,236.3300018310547,236.72000122070312,9187700,0,0
2021-04-29,237.7899932861328,238.0500030517578,232.60000610351562,234.17999267578125,9552800,0,0
2021-04-30,231.77000427246094,233.85000610351562,230.50999450683594,230.9499969482422,9317400,0,0
2021-05-03,231.27000427246094,236.1699981689453,230.40499877929688,230.7100067138672,13620900,0,0
2021-05-04,230.25,231.47999572753906,225.4499969482422,227.89999389648438,13260500,0,0
2021-05-05,228.0,228.91000366210938,226.72999572753906,226.77999877929688,7243200,0,0
2021-05-06,227.11000061035156,228.44000244140625,222.8800048828125,226.4199981689453,12247700,0,0
2021-05-07,227.89999389648438,228.7899932861328,225.0500030517578,225.30999755859375,10535200,0,0
